noisy_romaji	kanji	clean_romaji	typo_distance	romaji_style	is_partial	partial_len	tokenized	language_segments	has_en_words
titi	父	titi	0	kunrei	1	4	titi父		0
iti	父	titi	1	kunrei	1	4	iti父		0
tii	父	titi	2	kunrei	1	4	tii父		0
tikut	父	titi	3	kunrei	1	4	tikut父		0
titi	父	titi	0	waapuro	0	0	titi父		0
ttii	父	titi	1	waapuro	0	0	ttii父		0
tii	父	titi	2	waapuro	0	0	tii父		0
yti	父	titi	3	waapuro	0	0	yti父		0
titi	父	titi	0	waapuro	1	4	titi父		0
tifi	父	titi	1	waapuro	1	4	tifi父		0
tigfi	父	titi	2	waapuro	1	4	tigfi父		0
itirt	父	titi	3	waapuro	1	4	itirt父		0
tit	父	tit	0	waapuro	1	3	tit父		0
tiyt	父	tit	1	waapuro	1	3	tiyt父		0
rti	父	tit	2	waapuro	1	3	rti父		0
	父	tit	3	waapuro	1	3	父		0
shinbun	新聞	shinbun	0	hepburn	0	0	shinbun新聞		0
sninbun	新聞	shinbun	1	hepburn	0	0	sninbun新聞		0
sinhun	新聞	shinbun	2	hepburn	0	0	sinhun新聞		0
zihnbun	新聞	shinbun	3	hepburn	0	0	zihnbun新聞		0
shi	新聞	shi	0	hepburn	1	3	shi新聞		0
sho	新聞	shi	1	hepburn	1	3	sho新聞		0
hs	新聞	shi	2	hepburn	1	3	hs新聞		0
s	新聞	shi	3	hepburn	1	3	s新聞		0
shinb	新聞	shinb	0	hepburn	1	5	shinb新聞		0
shib	新聞	shinb	1	hepburn	1	5	shib新聞		0
sihb	新聞	shinb	2	hepburn	1	5	sihb新聞		0
djinh	新聞	shinb	3	hepburn	1	5	djinh新聞		0
sinbun	新聞	sinbun	0	kunrei	0	0	sinbun新聞		0
inbun	新聞	sinbun	1	kunrei	0	0	inbun新聞		0
snbiun	新聞	sinbun	2	kunrei	0	0	snbiun新聞		0
inubjn	新聞	sinbun	3	kunrei	0	0	inubjn新聞		0
si	新聞	si	0	kunrei	1	2	si新聞		0
so	新聞	si	1	kunrei	1	2	so新聞		0
si	新聞	si	2	kunrei	1	2	si新聞		0
si	新聞	si	3	kunrei	1	2	si新聞		0
sin	新聞	sin	0	kunrei	1	3	sin新聞		0
sni	新聞	sin	1	kunrei	1	3	sni新聞		0
sjkin	新聞	sin	2	kunrei	1	3	sjkin新聞		0
sni	新聞	sin	3	kunrei	1	3	sni新聞		0
shinbun	新聞	shinbun	0	waapuro	0	0	shinbun新聞		0
shnbun	新聞	shinbun	1	waapuro	0	0	shnbun新聞		0
shinnyun	新聞	shinbun	2	waapuro	0	0	shinnyun新聞		0
shhnbiun	新聞	shinbun	3	waapuro	0	0	shhnbiun新聞		0
s	新聞	s	0	waapuro	1	1	s新聞		0
	新聞	s	1	waapuro	1	1	新聞		0
z	新聞	s	2	waapuro	1	1	z新聞		0
ew	新聞	s	3	waapuro	1	1	ew新聞		0
sh	新聞	sh	0	waapuro	1	2	sh新聞		0
s	新聞	sh	1	waapuro	1	2	s新聞		0
eyh	新聞	sh	2	waapuro	1	2	eyh新聞		0
xus	新聞	sh	3	waapuro	1	2	xus新聞		0
yon	読ん	yon	0	hepburn	0	0	yon読ん		0
on	読ん	yon	1	hepburn	0	0	on読ん		0
hyo	読ん	yon	2	hepburn	0	0	hyo読ん		0
oiyn	読ん	yon	3	hepburn	0	0	oiyn読ん		0
yon	読ん	yon	0	hepburn	1	3	yon読ん		0
oyn	読ん	yon	1	hepburn	1	3	oyn読ん		0
uyomn	読ん	yon	2	hepburn	1	3	uyomn読ん		0
loyj	読ん	yon	3	hepburn	1	3	loyj読ん		0
yo	読ん	yo	0	hepburn	1	2	yo読ん		0
y	読ん	yo	1	hepburn	1	2	y読ん		0
up	読ん	yo	2	hepburn	1	2	up読ん		0
ypl	読ん	yo	3	hepburn	1	2	ypl読ん		0
yon	読ん	yon	0	kunrei	0	0	yon読ん		0
yoj	読ん	yon	1	kunrei	0	0	yoj読ん		0
no	読ん	yon	2	kunrei	0	0	no読ん		0
o	読ん	yon	3	kunrei	0	0	o読ん		0
yo	読ん	yo	0	kunrei	1	2	yo読ん		0
yop	読ん	yo	1	kunrei	1	2	yop読ん		0
yop	読ん	yo	2	kunrei	1	2	yop読ん		0
z	読ん	yo	3	kunrei	1	2	z読ん		0
yon	読ん	yon	0	kunrei	1	3	yon読ん		0
yo	読ん	yon	1	kunrei	1	3	yo読ん		0
oynm	読ん	yon	2	kunrei	1	3	oynm読ん		0
ypln	読ん	yon	3	kunrei	1	3	ypln読ん		0
yon	読ん	yon	0	waapuro	0	0	yon読ん		0
ykon	読ん	yon	1	waapuro	0	0	ykon読ん		0
no	読ん	yon	2	waapuro	0	0	no読ん		0
gl	読ん	yon	3	waapuro	0	0	gl読ん		0
yo	読ん	yo	0	waapuro	1	2	yo読ん		0
oy	読ん	yo	1	waapuro	1	2	oy読ん		0
l	読ん	yo	2	waapuro	1	2	l読ん		0
yjk	読ん	yo	3	waapuro	1	2	yjk読ん		0
y	読ん	y	0	waapuro	1	1	y読ん		0
g	読ん	y	1	waapuro	1	1	g読ん		0
	読ん	y	2	waapuro	1	1	読ん		0
g	読ん	y	3	waapuro	1	1	g読ん		0
imouto	妹	imouto	0	hepburn	0	0	imouto妹		0
omouto	妹	imouto	1	hepburn	0	0	omouto妹		0
ijouto	妹	imouto	2	hepburn	0	0	ijouto妹		0
iomubgto	妹	imouto	3	hepburn	0	0	iomubgto妹		0
imo	妹	imo	0	hepburn	1	3	imo妹		0
imk	妹	imo	1	hepburn	1	3	imk妹		0
mip	妹	imo	2	hepburn	1	3	mip妹		0
oimik	妹	imo	3	hepburn	1	3	oimik妹		0
imou	妹	imou	0	hepburn	1	4	imou妹		0
ijou	妹	imou	1	hepburn	1	4	ijou妹		0
ioh	妹	imou	2	hepburn	1	4	ioh妹		0
kiu	妹	imou	3	hepburn	1	4	kiu妹		0
imouto	妹	imouto	0	kunrei	0	0	imouto妹		0
imouot	妹	imouto	1	kunrei	0	0	imouot妹		0
oimuto	妹	imouto	2	kunrei	0	0	oimuto妹		0
mputo	妹	imouto	3	kunrei	0	0	mputo妹		0
imou	妹	imou	0	kunrei	1	4	imou妹		0
imoiu	妹	imou	1	kunrei	1	4	imoiu妹		0
miku	妹	imou	2	kunrei	1	4	miku妹		0
jjmo	妹	imou	3	kunrei	1	4	jjmo妹		0
imo	妹	imo	0	kunrei	1	3	imo妹		0
imi	妹	imo	1	kunrei	1	3	imi妹		0
o	妹	imo	2	kunrei	1	3	o妹		0
ko	妹	imo	3	kunrei	1	3	ko妹		0
imouto	妹	imouto	0	waapuro	0	0	imouto妹		0
imougo	妹	imouto	1	waapuro	0	0	imougo妹		0
imoutopo	妹	imouto	2	waapuro	0	0	imoutopo妹		0
imioyurto	妹	imouto	3	waapuro	0	0	imioyurto妹		0
im	妹	im	0	waapuro	1	2	im妹		0
om	妹	im	1	waapuro	1	2	om妹		0
k	妹	im	2	waapuro	1	2	k妹		0
kji	妹	im	3	waapuro	1	2	kji妹		0
imouto	妹	imouto	0	waapuro	1	6	imouto妹		0
imouo	妹	imouto	1	waapuro	1	6	imouo妹		0
ijmohuto	妹	imouto	2	waapuro	1	6	ijmohuto妹		0
jimiout	妹	imouto	3	waapuro	1	6	jimiout妹		0
gakkou	学校	gakkou	0	hepburn	0	0	gakkou学校		0
gakou	学校	gakkou	1	hepburn	0	0	gakou学校		0
gkkku	学校	gakkou	2	hepburn	0	0	gkkku学校		0
gkkzou	学校	gakkou	3	hepburn	0	0	gkkzou学校		0
g	学校	g	0	hepburn	1	1	g学校		0
vg	学校	g	1	hepburn	1	1	vg学校		0
vgh	学校	g	2	hepburn	1	1	vgh学校		0
w	学校	g	3	hepburn	1	1	w学校		0
gakko	学校	gakko	0	hepburn	1	5	gakko学校		0
gakko	学校	gakko	1	hepburn	1	5	gakko学校		0
agoko	学校	gakko	2	hepburn	1	5	agoko学校		0
gak	学校	gakko	3	hepburn	1	5	gak学校		0
gakkou	学校	gakkou	0	kunrei	0	0	gakkou学校		0
gakkpou	学校	gakkou	1	kunrei	0	0	gakkpou学校		0
gaklu	学校	gakkou	2	kunrei	0	0	gaklu学校		0
amkkuo	学校	gakkou	3	kunrei	0	0	amkkuo学校		0
ga	学校	ga	0	kunrei	1	2	ga学校		0
a	学校	ga	1	kunrei	1	2	a学校		0
gwq	学校	ga	2	kunrei	1	2	gwq学校		0
v	学校	ga	3	kunrei	1	2	v学校		0
gak	学校	gak	0	kunrei	1	3	gak学校		0
ak	学校	gak	1	kunrei	1	3	ak学校		0
gawk	学校	gak	2	kunrei	1	3	gawk学校		0
uhzk	学校	gak	3	kunrei	1	3	uhzk学校		0
gakkou	学校	gakkou	0	waapuro	0	0	gakkou学校		0
gzkkou	学校	gakkou	1	waapuro	0	0	gzkkou学校		0
gajkoh	学校	gakkou	2	waapuro	0	0	gajkoh学校		0
gakmlohu	学校	gakkou	3	waapuro	0	0	gakmlohu学校		0
g	学校	g	0	waapuro	1	1	g学校		0
gh	学校	g	1	waapuro	1	1	gh学校		0
s	学校	g	2	waapuro	1	1	s学校		0
hn	学校	g	3	waapuro	1	1	hn学校		0
gakk	学校	gakk	0	waapuro	1	4	gakk学校		0
agkk	学校	gakk	1	waapuro	1	4	agkk学校		0
gzakmk	学校	gakk	2	waapuro	1	4	gzakmk学校		0
gjk	学校	gakk	3	waapuro	1	4	gjk学校		0
shukudai	宿題	shukudai	0	hepburn	0	0	shukudai宿題		0
shukduai	宿題	shukudai	1	hepburn	0	0	shukduai宿題		0
shukdai	宿題	shukudai	2	hepburn	0	0	shukdai宿題		0
suhykudai	宿題	shukudai	3	hepburn	0	0	suhykudai宿題		0
shuku	宿題	shuku	0	hepburn	1	5	shuku宿題		0
shumku	宿題	shuku	1	hepburn	1	5	shumku宿題		0
dshuuk	宿題	shuku	2	hepburn	1	5	dshuuk宿題		0
shkhu	宿題	shuku	3	hepburn	1	5	shkhu宿題		0
shuk	宿題	shuk	0	hepburn	1	4	shuk宿題		0
shjk	宿題	shuk	1	hepburn	1	4	shjk宿題		0
zhjk	宿題	shuk	2	hepburn	1	4	zhjk宿題		0
slh	宿題	shuk	3	hepburn	1	4	slh宿題		0
syukudai	宿題	syukudai	0	kunrei	0	0	syukudai宿題		0
syukudia	宿題	syukudai	1	kunrei	0	0	syukudia宿題		0
xyukudqi	宿題	syukudai	2	kunrei	0	0	xyukudqi宿題		0
syjykufdai	宿題	syukudai	3	kunrei	0	0	syjykufdai宿題		0
syukuda	宿題	syukuda	0	kunrei	1	7	syukuda宿題		0
sukuda	宿題	syukuda	1	kunrei	1	7	sukuda宿題		0
syukuda	宿題	syukuda	2	kunrei	1	7	syukuda宿題		0
suukds	宿題	syukuda	3	kunrei	1	7	suukds宿題		0
syu	宿題	syu	0	kunrei	1	3	syu宿題		0
suy	宿題	syu	1	kunrei	1	3	suy宿題		0
syu	宿題	syu	2	kunrei	1	3	syu宿題		0
ysij	宿題	syu	3	kunrei	1	3	ysij宿題		0
syukudai	宿題	syukudai	0	waapuro	0	0	syukudai宿題		0
ysukudai	宿題	syukudai	1	waapuro	0	0	ysukudai宿題		0
syujkjudai	宿題	syukudai	2	waapuro	0	0	syujkjudai宿題		0
uykduai	宿題	syukudai	3	waapuro	0	0	uykduai宿題		0
s	宿題	s	0	waapuro	1	1	s宿題		0
sx	宿題	s	1	waapuro	1	1	sx宿題		0
	宿題	s	2	waapuro	1	1	宿題		0
	宿題	s	3	waapuro	1	1	宿題		0
syukuda	宿題	syukuda	0	waapuro	1	7	syukuda宿題		0
syukudq	宿題	syukuda	1	waapuro	1	7	syukudq宿題		0
syukufas	宿題	syukuda	2	waapuro	1	7	syukufas宿題		0
syukdis	宿題	syukuda	3	waapuro	1	7	syukdis宿題		0
ani	兄	ani	0	hepburn	0	0	ani兄		0
sni	兄	ani	1	hepburn	0	0	sni兄		0
aui	兄	ani	2	hepburn	0	0	aui兄		0
sbi	兄	ani	3	hepburn	0	0	sbi兄		0
an	兄	an	0	hepburn	1	2	an兄		0
na	兄	an	1	hepburn	1	2	na兄		0
n	兄	an	2	hepburn	1	2	n兄		0
am	兄	an	3	hepburn	1	2	am兄		0
ani	兄	ani	0	hepburn	1	3	ani兄		0
ni	兄	ani	1	hepburn	1	3	ni兄		0
qi	兄	ani	2	hepburn	1	3	qi兄		0
alon	兄	ani	3	hepburn	1	3	alon兄		0
ani	兄	ani	0	kunrei	0	0	ani兄		0
anki	兄	ani	1	kunrei	0	0	anki兄		0
a	兄	ani	2	kunrei	0	0	a兄		0
z	兄	ani	3	kunrei	0	0	z兄		0
an	兄	an	0	kunrei	1	2	an兄		0
zn	兄	an	1	kunrei	1	2	zn兄		0
amhn	兄	an	2	kunrei	1	2	amhn兄		0
gh	兄	an	3	kunrei	1	2	gh兄		0
ani	兄	ani	0	kunrei	1	3	ani兄		0
anj	兄	ani	1	kunrei	1	3	anj兄		0
aijn	兄	ani	2	kunrei	1	3	aijn兄		0
na	兄	ani	3	kunrei	1	3	na兄		0
ani	兄	ani	0	waapuro	0	0	ani兄		0
ni	兄	ani	1	waapuro	0	0	ni兄		0
a	兄	ani	2	waapuro	0	0	a兄		0
ina	兄	ani	3	waapuro	0	0	ina兄		0
ani	兄	ani	0	waapuro	1	3	ani兄		0
amni	兄	ani	1	waapuro	1	3	amni兄		0
ian	兄	ani	2	waapuro	1	3	ian兄		0
annj	兄	ani	3	waapuro	1	3	annj兄		0
a	兄	a	0	waapuro	1	1	a兄		0
	兄	a	1	waapuro	1	1	兄		0
wa	兄	a	2	waapuro	1	1	wa兄		0
q	兄	a	3	waapuro	1	1	q兄		0
jiten	自転	jiten	0	hepburn	0	0	jiten自転		0
jitejn	自転	jiten	1	hepburn	0	0	jitejn自転		0
jiten	自転	jiten	2	hepburn	0	0	jiten自転		0
jojteb	自転	jiten	3	hepburn	0	0	jojteb自転		0
ji	自転	ji	0	hepburn	1	2	ji自転		0
i	自転	ji	1	hepburn	1	2	i自転		0
jioi	自転	ji	2	hepburn	1	2	jioi自転		0
k	自転	ji	3	hepburn	1	2	k自転		0
jite	自転	jite	0	hepburn	1	4	jite自転		0
jites	自転	jite	1	hepburn	1	4	jites自転		0
ijgte	自転	jite	2	hepburn	1	4	ijgte自転		0
jjirfte	自転	jite	3	hepburn	1	4	jjirfte自転		0
ziten	自転	ziten	0	kunrei	0	0	ziten自転		0
zitenm	自転	ziten	1	kunrei	0	0	zitenm自転		0
zetn	自転	ziten	2	kunrei	0	0	zetn自転		0
ztiawn	自転	ziten	3	kunrei	0	0	ztiawn自転		0
ziten	自転	ziten	0	kunrei	1	5	ziten自転		0
zien	自転	ziten	1	kunrei	1	5	zien自転		0
zitten	自転	ziten	2	kunrei	1	5	zitten自転		0
tine	自転	ziten	3	kunrei	1	5	tine自転		0
zi	自転	zi	0	kunrei	1	2	zi自転		0
i	自転	zi	1	kunrei	1	2	i自転		0
iza	自転	zi	2	kunrei	1	2	iza自転		0
a	自転	zi	3	kunrei	1	2	a自転		0
jiten	自転	jiten	0	waapuro	0	0	jiten自転		0
jien	自転	jiten	1	waapuro	0	0	jien自転		0
jtine	自転	jiten	2	waapuro	0	0	jtine自転		0
jjnt	自転	jiten	3	waapuro	0	0	jjnt自転		0
j	自転	j	0	waapuro	1	1	j自転		0
u	自転	j	1	waapuro	1	1	u自転		0
n	自転	j	2	waapuro	1	1	n自転		0
k	自転	j	3	waapuro	1	1	k自転		0
ji	自転	ji	0	waapuro	1	2	ji自転		0
i	自転	ji	1	waapuro	1	2	i自転		0
k	自転	ji	2	waapuro	1	2	k自転		0
ij	自転	ji	3	waapuro	1	2	ij自転		0
sha	車	sha	0	hepburn	0	0	sha車		0
hsa	車	sha	1	hepburn	0	0	hsa車		0
hsqa	車	sha	2	hepburn	0	0	hsqa車		0
dsa	車	sha	3	hepburn	0	0	dsa車		0
sha	車	sha	0	hepburn	1	3	sha車		0
sah	車	sha	1	hepburn	1	3	sah車		0
ash	車	sha	2	hepburn	1	3	ash車		0
jh	車	sha	3	hepburn	1	3	jh車		0
s	車	s	0	hepburn	1	1	s車		0
	車	s	1	hepburn	1	1	車		0
	車	s	2	hepburn	1	1	車		0
c	車	s	3	hepburn	1	1	c車		0
sya	車	sya	0	kunrei	0	0	sya車		0
syz	車	sya	1	kunrei	0	0	syz車		0
syqa	車	sya	2	kunrei	0	0	syqa車		0
gya	車	sya	3	kunrei	0	0	gya車		0
s	車	s	0	kunrei	1	1	s車		0
ds	車	s	1	kunrei	1	1	ds車		0
w	車	s	2	kunrei	1	1	w車		0
wq	車	s	3	kunrei	1	1	wq車		0
sy	車	sy	0	kunrei	1	2	sy車		0
y	車	sy	1	kunrei	1	2	y車		0
xs	車	sy	2	kunrei	1	2	xs車		0
yd	車	sy	3	kunrei	1	2	yd車		0
sya	車	sya	0	waapuro	0	0	sya車		0
ya	車	sya	1	waapuro	0	0	ya車		0
stsa	車	sya	2	waapuro	0	0	stsa車		0
xay	車	sya	3	waapuro	0	0	xay車		0
sya	車	sya	0	waapuro	1	3	sya車		0
wya	車	sya	1	waapuro	1	3	wya車		0
sg	車	sya	2	waapuro	1	3	sg車		0
as	車	sya	3	waapuro	1	3	as車		0
s	車	s	0	waapuro	1	1	s車		0
a	車	s	1	waapuro	1	1	a車		0
w	車	s	2	waapuro	1	1	w車		0
xdx	車	s	3	waapuro	1	1	xdx車		0
tsuukin	通勤	tsuukin	0	hepburn	0	0	tsuukin通勤		0
tsukuin	通勤	tsuukin	1	hepburn	0	0	tsukuin通勤		0
twsiukin	通勤	tsuukin	2	hepburn	0	0	twsiukin通勤		0
teuukn	通勤	tsuukin	3	hepburn	0	0	teuukn通勤		0
t	通勤	t	0	hepburn	1	1	t通勤		0
f	通勤	t	1	hepburn	1	1	f通勤		0
drt	通勤	t	2	hepburn	1	1	drt通勤		0
e	通勤	t	3	hepburn	1	1	e通勤		0
tsuuk	通勤	tsuuk	0	hepburn	1	5	tsuuk通勤		0
tsuyk	通勤	tsuuk	1	hepburn	1	5	tsuyk通勤		0
usuk	通勤	tsuuk	2	hepburn	1	5	usuk通勤		0
tsuhkm	通勤	tsuuk	3	hepburn	1	5	tsuhkm通勤		0
tuukin	通勤	tuukin	0	kunrei	0	0	tuukin通勤		0
tuukinm	通勤	tuukin	1	kunrei	0	0	tuukinm通勤		0
tuuinb	通勤	tuukin	2	kunrei	0	0	tuuinb通勤		0
tui	通勤	tuukin	3	kunrei	0	0	tui通勤		0
tuuki	通勤	tuuki	0	kunrei	1	5	tuuki通勤		0
tujki	通勤	tuuki	1	kunrei	1	5	tujki通勤		0
tuuijk	通勤	tuuki	2	kunrei	1	5	tuuijk通勤		0
tuukk	通勤	tuuki	3	kunrei	1	5	tuukk通勤		0
t	通勤	t	0	kunrei	1	1	t通勤		0
f	通勤	t	1	kunrei	1	1	f通勤		0
ryt	通勤	t	2	kunrei	1	1	ryt通勤		0
z	通勤	t	3	kunrei	1	1	z通勤		0
tuukin	通勤	tuukin	0	waapuro	0	0	tuukin通勤		0
tuukon	通勤	tuukin	1	waapuro	0	0	tuukon通勤		0
fuikin	通勤	tuukin	2	waapuro	0	0	fuikin通勤		0
ituykin	通勤	tuukin	3	waapuro	0	0	ituykin通勤		0
t	通勤	t	0	waapuro	1	1	t通勤		0
r	通勤	t	1	waapuro	1	1	r通勤		0
	通勤	t	2	waapuro	1	1	通勤		0
t	通勤	t	3	waapuro	1	1	t通勤		0
tuukin	通勤	tuukin	0	waapuro	1	6	tuukin通勤		0
tuuki	通勤	tuukin	1	waapuro	1	6	tuuki通勤		0
tuukin	通勤	tuukin	2	waapuro	1	6	tuukin通勤		0
utuli	通勤	tuukin	3	waapuro	1	6	utuli通勤		0
ekimae	駅前	ekimae	0	hepburn	0	0	ekimae駅前		0
ekiame	駅前	ekimae	1	hepburn	0	0	ekiame駅前		0
rkimwe	駅前	ekimae	2	hepburn	0	0	rkimwe駅前		0
kijmae	駅前	ekimae	3	hepburn	0	0	kijmae駅前		0
eki	駅前	eki	0	hepburn	1	3	eki駅前		0
ek	駅前	eki	1	hepburn	1	3	ek駅前		0
ddeki	駅前	eki	2	hepburn	1	3	ddeki駅前		0
io	駅前	eki	3	hepburn	1	3	io駅前		0
ek	駅前	ek	0	hepburn	1	2	ek駅前		0
ke	駅前	ek	1	hepburn	1	2	ke駅前		0
rkl	駅前	ek	2	hepburn	1	2	rkl駅前		0
jki	駅前	ek	3	hepburn	1	2	jki駅前		0
ekimae	駅前	ekimae	0	kunrei	0	0	ekimae駅前		0
ekimea	駅前	ekimae	1	kunrei	0	0	ekimea駅前		0
ekme	駅前	ekimae	2	kunrei	0	0	ekme駅前		0
imaes	駅前	ekimae	3	kunrei	0	0	imaes駅前		0
ekima	駅前	ekima	0	kunrei	1	5	ekima駅前		0
ekma	駅前	ekima	1	kunrei	1	5	ekma駅前		0
skkma	駅前	ekima	2	kunrei	1	5	skkma駅前		0
kima	駅前	ekima	3	kunrei	1	5	kima駅前		0
eki	駅前	eki	0	kunrei	1	3	eki駅前		0
kei	駅前	eki	1	kunrei	1	3	kei駅前		0
aki	駅前	eki	2	kunrei	1	3	aki駅前		0
mke	駅前	eki	3	kunrei	1	3	mke駅前		0
ekimae	駅前	ekimae	0	waapuro	0	0	ekimae駅前		0
ekimze	駅前	ekimae	1	waapuro	0	0	ekimze駅前		0
eokmiae	駅前	ekimae	2	waapuro	0	0	eokmiae駅前		0
wkjme	駅前	ekimae	3	waapuro	0	0	wkjme駅前		0
ek	駅前	ek	0	waapuro	1	2	ek駅前		0
wek	駅前	ek	1	waapuro	1	2	wek駅前		0
erk	駅前	ek	2	waapuro	1	2	erk駅前		0
r	駅前	ek	3	waapuro	1	2	r駅前		0
ekima	駅前	ekima	0	waapuro	1	5	ekima駅前		0
ekinma	駅前	ekima	1	waapuro	1	5	ekinma駅前		0
ekomas	駅前	ekima	2	waapuro	1	5	ekomas駅前		0
ekkmia	駅前	ekima	3	waapuro	1	5	ekkmia駅前		0
kissa	喫茶	kissa	0	hepburn	0	0	kissa喫茶		0
kuissa	喫茶	kissa	1	hepburn	0	0	kuissa喫茶		0
kiswea	喫茶	kissa	2	hepburn	0	0	kiswea喫茶		0
lsesa	喫茶	kissa	3	hepburn	0	0	lsesa喫茶		0
kiss	喫茶	kiss	0	hepburn	1	4	kiss喫茶		0
ikss	喫茶	kiss	1	hepburn	1	4	ikss喫茶		0
oiss	喫茶	kiss	2	hepburn	1	4	oiss喫茶		0
ske	喫茶	kiss	3	hepburn	1	4	ske喫茶		0
ki	喫茶	ki	0	hepburn	1	2	ki喫茶		0
kj	喫茶	ki	1	hepburn	1	2	kj喫茶		0
ij	喫茶	ki	2	hepburn	1	2	ij喫茶		0
iuk	喫茶	ki	3	hepburn	1	2	iuk喫茶		0
kissa	喫茶	kissa	0	kunrei	0	0	kissa喫茶		0
kissaw	喫茶	kissa	1	kunrei	0	0	kissaw喫茶		0
lkissa	喫茶	kissa	2	kunrei	0	0	lkissa喫茶		0
ssa	喫茶	kissa	3	kunrei	0	0	ssa喫茶		0
kissa	喫茶	kissa	0	kunrei	1	5	kissa喫茶		0
kussa	喫茶	kissa	1	kunrei	1	5	kussa喫茶		0
ksisqa	喫茶	kissa	2	kunrei	1	5	ksisqa喫茶		0
kisdwsaz	喫茶	kissa	3	kunrei	1	5	kisdwsaz喫茶		0
k	喫茶	k	0	kunrei	1	1	k喫茶		0
	喫茶	k	1	kunrei	1	1	喫茶		0
k	喫茶	k	2	kunrei	1	1	k喫茶		0
s	喫茶	k	3	kunrei	1	1	s喫茶		0
kissa	喫茶	kissa	0	waapuro	0	0	kissa喫茶		0
kiswa	喫茶	kissa	1	waapuro	0	0	kiswa喫茶		0
ikassa	喫茶	kissa	2	waapuro	0	0	ikassa喫茶		0
kiss	喫茶	kissa	3	waapuro	0	0	kiss喫茶		0
kis	喫茶	kis	0	waapuro	1	3	kis喫茶		0
ksi	喫茶	kis	1	waapuro	1	3	ksi喫茶		0
ski	喫茶	kis	2	waapuro	1	3	ski喫茶		0
ik	喫茶	kis	3	waapuro	1	3	ik喫茶		0
kiss	喫茶	kiss	0	waapuro	1	4	kiss喫茶		0
kis	喫茶	kiss	1	waapuro	1	4	kis喫茶		0
oss	喫茶	kiss	2	waapuro	1	4	oss喫茶		0
kssis	喫茶	kiss	3	waapuro	1	4	kssis喫茶		0
ten	店	ten	0	hepburn	0	0	ten店		0
trn	店	ten	1	hepburn	0	0	trn店		0
tner	店	ten	2	hepburn	0	0	tner店		0
